formtype	companyname	cik	filingdate	url
10-K	ACCELERIZE NEW MEDIA	1352952	2008-03-31	https://www.sec.gov/Archives/edgar/data/1352952/0001266454-08-000230.txt
10-K	ACCELLENT	1342505	2008-03-31	https://www.sec.gov/Archives/edgar/data/1342505/0001342505-08-000005.txt
10-K	ACCESS NATIONAL	1176316	2008-03-17	https://www.sec.gov/Archives/edgar/data/1176316/0000950133-08-001092.txt
10-K	ACCESS PHARMACEUTICALS	318306	2008-03-31	https://www.sec.gov/Archives/edgar/data/318306/0000318306-08-000016.txt
10-K	ACCESS WORLDWIDE COMMUNICATIONS	1048422	2008-03-31	https://www.sec.gov/Archives/edgar/data/1048422/0001193125-08-071354.txt
10-K	ACCO BRANDS	712034	2008-02-29	https://www.sec.gov/Archives/edgar/data/712034/0001047469-08-002056.txt
10-K	ACCURIDE	817979	2008-03-17	https://www.sec.gov/Archives/edgar/data/817979/0001104659-08-018033.txt
10-K	ACE	896159	2008-02-29	https://www.sec.gov/Archives/edgar/data/896159/0001193125-08-042242.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1391824	2008-03-31	https://www.sec.gov/Archives/edgar/data/1391824/0001056404-08-001105.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1399827	2008-03-27	https://www.sec.gov/Archives/edgar/data/1399827/0001056404-08-000906.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1388983	2008-03-31	https://www.sec.gov/Archives/edgar/data/1388983/0001056404-08-001106.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1387435	2008-03-28	https://www.sec.gov/Archives/edgar/data/1387435/0001056404-08-000940.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1390806	2008-03-31	https://www.sec.gov/Archives/edgar/data/1390806/0001056404-08-001107.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1393786	2008-03-27	https://www.sec.gov/Archives/edgar/data/1393786/0001056404-08-000905.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1397220	2008-03-27	https://www.sec.gov/Archives/edgar/data/1397220/0001056404-08-000894.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1403079	2008-03-31	https://www.sec.gov/Archives/edgar/data/1403079/0001056404-08-001104.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1390572	2008-03-27	https://www.sec.gov/Archives/edgar/data/1390572/0001056404-08-000892.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1408471	2008-03-31	https://www.sec.gov/Archives/edgar/data/1408471/0001056404-08-001124.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1386635	2008-03-28	https://www.sec.gov/Archives/edgar/data/1386635/0001056404-08-000939.txt
10-K	ACE Securities Corp. Home Equity Loan Trust, Series	1394393	2008-03-28	https://www.sec.gov/Archives/edgar/data/1394393/0001056404-08-000938.txt
10-K	ACHILLION PHARMACEUTICALS	1070336	2008-03-05	https://www.sec.gov/Archives/edgar/data/1070336/0001193125-08-047966.txt
10-K	ACI WORLDWIDE,	935036	2008-01-30	https://www.sec.gov/Archives/edgar/data/935036/0001047469-08-000679.txt
10-K	ACME COMMUNICATIONS	1092013	2008-03-31	https://www.sec.gov/Archives/edgar/data/1092013/0001137091-08-000139.txt
10-K	ACME PACKET	1130258	2008-03-13	https://www.sec.gov/Archives/edgar/data/1130258/0001047469-08-002683.txt
10-K	ACME UNITED	2098	2008-03-12	https://www.sec.gov/Archives/edgar/data/2098/0001026608-08-000057.txt
10-K	ACNB	715579	2008-03-14	https://www.sec.gov/Archives/edgar/data/715579/0001047469-08-002804.txt
10-K	ACORDA THERAPEUTICS	1008848	2008-03-14	https://www.sec.gov/Archives/edgar/data/1008848/0001047469-08-002781.txt
10-K	ACTEL	907687	2008-01-22	https://www.sec.gov/Archives/edgar/data/907687/0000891618-08-000040.txt
10-K	ACTEL	907687	2008-03-19	https://www.sec.gov/Archives/edgar/data/907687/0000950134-08-005069.txt
10-K	ACTIVE POWER	1044435	2008-02-29	https://www.sec.gov/Archives/edgar/data/1044435/0001193125-08-043659.txt
10-K	ACTUATE	1062478	2008-03-17	https://www.sec.gov/Archives/edgar/data/1062478/0001193125-08-058264.txt
10-K	ACURA PHARMACEUTICALS,	786947	2008-03-05	https://www.sec.gov/Archives/edgar/data/786947/0001144204-08-013490.txt
10-K	ACUSPHERE	1115143	2008-03-17	https://www.sec.gov/Archives/edgar/data/1115143/0001047469-08-002857.txt
10-K	ADA-ES	1223112	2008-03-14	https://www.sec.gov/Archives/edgar/data/1223112/0001193125-08-056992.txt
10-K	ADAM	863650	2008-03-17	https://www.sec.gov/Archives/edgar/data/863650/0001193125-08-059107.txt
10-K	ADAMS GOLF	1059763	2008-03-11	https://www.sec.gov/Archives/edgar/data/1059763/0001144204-08-014541.txt
10-K	ADAMS RESOURCES & ENERGY,	2178	2008-03-31	https://www.sec.gov/Archives/edgar/data/2178/0000002178-08-000011.txt
10-K	ADHEREX TECHNOLOGIES	1211583	2008-03-28	https://www.sec.gov/Archives/edgar/data/1211583/0001193125-08-069303.txt
10-K	ADMINISTAFF INC	1000753	2008-02-07	https://www.sec.gov/Archives/edgar/data/1000753/0000950129-08-000591.txt
10-K	ADOBE SYSTEMS	796343	2008-01-24	https://www.sec.gov/Archives/edgar/data/796343/0001047469-08-000497.txt
10-K	ADOLOR	1076167	2008-02-29	https://www.sec.gov/Archives/edgar/data/1076167/0001193125-08-043467.txt
10-K	ADTRAN	926282	2008-02-28	https://www.sec.gov/Archives/edgar/data/926282/0001193125-08-041981.txt
10-K	ADUROMED INDUSTRIES,	40528	2008-03-31	https://www.sec.gov/Archives/edgar/data/40528/0001144204-08-018938.txt
10-K	ADVANCE AUTO PARTS	1158449	2008-02-27	https://www.sec.gov/Archives/edgar/data/1158449/0001158449-08-000043.txt
10-K	ADVANCED ANALOGIC TECHNOLOGIES	1104042	2008-03-04	https://www.sec.gov/Archives/edgar/data/1104042/0001193125-08-046340.txt
10-K	ADVANCED ENERGY INDUSTRIES	927003	2008-03-18	https://www.sec.gov/Archives/edgar/data/927003/0001035704-08-000124.txt
10-K	ADVANCED MEDICAL OPTICS	1168335	2008-03-03	https://www.sec.gov/Archives/edgar/data/1168335/0001193125-08-045286.txt
10-K	ADVANCED MICRO DEVICES	2488	2008-02-26	https://www.sec.gov/Archives/edgar/data/2488/0001193125-08-038588.txt
10-K	ADVANCED TECHNOLOGY ACQUISITION	1374796	2008-03-26	https://www.sec.gov/Archives/edgar/data/1374796/0001144204-08-017469.txt
10-K	ADVANCED VIRAL RESEARCH	786623	2008-03-27	https://www.sec.gov/Archives/edgar/data/786623/0000950144-08-002335.txt
10-K	ADVANTA BUSINESS RECEIVABLES	1107920	2008-03-28	https://www.sec.gov/Archives/edgar/data/1107920/0000893220-08-000880.txt
10-K	ADVANTA	96638	2008-02-28	https://www.sec.gov/Archives/edgar/data/96638/0000893220-08-000555.txt
10-K	ADVENT SOFTWARE INC	1002225	2008-03-13	https://www.sec.gov/Archives/edgar/data/1002225/0001047469-08-002677.txt
10-K	ADVENTRX PHARMACEUTICALS	1160308	2008-03-17	https://www.sec.gov/Archives/edgar/data/1160308/0000936392-08-000212.txt
10-K	ADVOCAT	919956	2008-03-11	https://www.sec.gov/Archives/edgar/data/919956/0000950144-08-001816.txt
10-K	AEP INDUSTRIES	785787	2008-01-14	https://www.sec.gov/Archives/edgar/data/785787/0001047469-08-000285.txt
10-K	AEP Texas Central Transition Funding II	1366928	2008-03-28	https://www.sec.gov/Archives/edgar/data/1366928/0000004904-08-000045.txt
10-K	AES	874761	2008-03-17	https://www.sec.gov/Archives/edgar/data/874761/0001047469-08-002833.txt
10-K	AETNA INC	1122304	2008-02-29	https://www.sec.gov/Archives/edgar/data/1122304/0001122304-08-000034.txt
10-K	AETRIUM	908598	2008-03-31	https://www.sec.gov/Archives/edgar/data/908598/0000908598-08-000006.txt
10-K	AFC ENTERPRISES	1041379	2008-03-12	https://www.sec.gov/Archives/edgar/data/1041379/0000950144-08-001857.txt
10-K	AFFILIATED MANAGERS GROUP	1004434	2008-02-29	https://www.sec.gov/Archives/edgar/data/1004434/0001047469-08-002079.txt
10-K	AFFINITY GROUP	910560	2008-03-14	https://www.sec.gov/Archives/edgar/data/910560/0001104659-08-017639.txt
10-K	AFFINITY TECHNOLOGY GROUP	1007508	2008-03-31	https://www.sec.gov/Archives/edgar/data/1007508/0001157523-08-002632.txt
10-K	AFFIRMATIVE INSURANCE HOLDINGS	1282543	2008-03-17	https://www.sec.gov/Archives/edgar/data/1282543/0001193125-08-058007.txt
10-K	AFFYMAX	1158223	2008-03-13	https://www.sec.gov/Archives/edgar/data/1158223/0001047469-08-002618.txt
10-K	AFFYMETRIX	913077	2008-02-29	https://www.sec.gov/Archives/edgar/data/913077/0001047469-08-002076.txt
10-K	AFLAC	4977	2008-02-29	https://www.sec.gov/Archives/edgar/data/4977/0000950144-08-001495.txt
10-K	AFS SenSub	1347185	2008-03-31	https://www.sec.gov/Archives/edgar/data/1347185/0001193125-08-071090.txt
10-K	AFS SenSub	1347185	2008-03-31	https://www.sec.gov/Archives/edgar/data/1347185/0001193125-08-071091.txt
10-K	AFS SenSub	1347185	2008-03-31	https://www.sec.gov/Archives/edgar/data/1347185/0001193125-08-071096.txt
10-K	AFS SenSub	1347185	2008-03-31	https://www.sec.gov/Archives/edgar/data/1347185/0001193125-08-071102.txt
10-K	AFS SenSub	1347185	2008-03-31	https://www.sec.gov/Archives/edgar/data/1347185/0001193125-08-071109.txt
10-K	AFS SenSub	1347185	2008-03-31	https://www.sec.gov/Archives/edgar/data/1347185/0001193125-08-071131.txt
10-K	AFTERMARKET TECHNOLOGY	933405	2008-02-28	https://www.sec.gov/Archives/edgar/data/933405/0000933405-08-000006.txt
10-K	AGCO CORP	880266	2008-02-29	https://www.sec.gov/Archives/edgar/data/880266/0000950144-08-001513.txt
10-K	AGL RESOURCES	1004155	2008-02-07	https://www.sec.gov/Archives/edgar/data/1004155/0001004155-08-000032.txt
10-K	AGREE REALTY	917251	2008-03-13	https://www.sec.gov/Archives/edgar/data/917251/0000950124-08-001198.txt
10-K	AHERN RENTALS	1337913	2008-03-27	https://www.sec.gov/Archives/edgar/data/1337913/0001104659-08-020354.txt
10-K	AIMCO PROPERTIES	926660	2008-03-04	https://www.sec.gov/Archives/edgar/data/926660/0000950134-08-003977.txt
10-K	AIR METHODS	816159	2008-03-14	https://www.sec.gov/Archives/edgar/data/816159/0001140361-08-006726.txt
10-K	AIRNET SYSTEMS	1011696	2008-03-31	https://www.sec.gov/Archives/edgar/data/1011696/0000950152-08-002452.txt
10-K	AIRSPAN NETWORKS	1105542	2008-03-12	https://www.sec.gov/Archives/edgar/data/1105542/0001144204-08-014804.txt
10-K	AIRTRAN HOLDINGS	948846	2008-02-04	https://www.sec.gov/Archives/edgar/data/948846/0001193125-08-018139.txt
10-K	AIRVANA	1116435	2008-03-07	https://www.sec.gov/Archives/edgar/data/1116435/0000950135-08-001650.txt
10-K	AIS FUTURES FUND IV	1023453	2008-03-26	https://www.sec.gov/Archives/edgar/data/1023453/0000905148-08-001837.txt
10-K	AJS BANCORP	1144515	2008-03-25	https://www.sec.gov/Archives/edgar/data/1144515/0000914317-08-000868.txt
10-K	AK STEEL HOLDING	918160	2008-02-26	https://www.sec.gov/Archives/edgar/data/918160/0001193125-08-038197.txt
10-K	AKAMAI TECHNOLOGIES	1086222	2008-02-29	https://www.sec.gov/Archives/edgar/data/1086222/0001193125-08-043671.txt
10-K	AKORN	3116	2008-03-17	https://www.sec.gov/Archives/edgar/data/3116/0000950137-08-003732.txt
10-K	ALABAMA AIRCRAFT INDUSTRIES,	771729	2008-03-31	https://www.sec.gov/Archives/edgar/data/771729/0001193125-08-071200.txt
10-K	ALABAMA GAS	3146	2008-02-25	https://www.sec.gov/Archives/edgar/data/3146/0001193125-08-037535.txt
10-K	ALABAMA POWER	3153	2008-02-25	https://www.sec.gov/Archives/edgar/data/3153/0000092122-08-000010.txt
10-K	ALAMO GROUP	897077	2008-03-12	https://www.sec.gov/Archives/edgar/data/897077/0001003297-08-000054.txt
10-K	ALASKA AIR GROUP	766421	2008-02-20	https://www.sec.gov/Archives/edgar/data/766421/0001193125-08-034506.txt
10-K	ALASKA AIRLINES	3202	2008-02-29	https://www.sec.gov/Archives/edgar/data/3202/0001193125-08-043431.txt
10-K	ALASKA COMMUNICATIONS SYSTEMS GROUP	1089511	2008-03-20	https://www.sec.gov/Archives/edgar/data/1089511/0000950134-08-005139.txt
10-K	ALBANY INTERNATIONAL CORP	819793	2008-02-29	https://www.sec.gov/Archives/edgar/data/819793/0001145443-08-000503.txt
10-K	ALBANY MOLECULAR RESEARCH	1065087	2008-03-17	https://www.sec.gov/Archives/edgar/data/1065087/0001047469-08-002946.txt
10-K	ALBEMARLE	915913	2008-02-29	https://www.sec.gov/Archives/edgar/data/915913/0001193125-08-042183.txt
10-K	ALCOA	4281	2008-02-15	https://www.sec.gov/Archives/edgar/data/4281/0001193125-08-032695.txt
10-K	ALDILA	902272	2008-03-28	https://www.sec.gov/Archives/edgar/data/902272/0001047469-08-003682.txt
10-K	ALESCO FINANCIAL	1270436	2008-03-12	https://www.sec.gov/Archives/edgar/data/1270436/0001193125-08-054195.txt
10-K	ALEXANDER & BALDWIN	3453	2008-02-28	https://www.sec.gov/Archives/edgar/data/3453/0000003453-08-000010.txt
10-K	ALEXANDERS	3499	2008-02-25	https://www.sec.gov/Archives/edgar/data/3499/0000003499-08-000003.txt
10-K	ALEXANDRIA REAL ESTATE EQUITIES	1035443	2008-02-29	https://www.sec.gov/Archives/edgar/data/1035443/0001104659-08-013937.txt
10-K	ALEXION PHARMACEUTICALS	899866	2008-02-29	https://www.sec.gov/Archives/edgar/data/899866/0001193125-08-043592.txt
10-K	ALFA	743532	2008-03-11	https://www.sec.gov/Archives/edgar/data/743532/0001193125-08-052983.txt
10-K	ALIGN TECHNOLOGY	1097149	2008-02-26	https://www.sec.gov/Archives/edgar/data/1097149/0001047469-08-001750.txt
10-K	ALLEGHANY CORP	775368	2008-02-27	https://www.sec.gov/Archives/edgar/data/775368/0000950123-08-002163.txt
10-K	ALLEGHENY BANCSHARES	1213662	2008-03-21	https://www.sec.gov/Archives/edgar/data/1213662/0000950152-08-002176.txt
10-K	ALLEGHENY ENERGY,	3673	2008-02-27	https://www.sec.gov/Archives/edgar/data/3673/0001193125-08-040224.txt
10-K	ALLEGHENY TECHNOLOGIES	1018963	2008-02-26	https://www.sec.gov/Archives/edgar/data/1018963/0000950152-08-001416.txt
10-K	ALLEGRO BIODIESEL	895380	2008-03-31	https://www.sec.gov/Archives/edgar/data/895380/0001144204-08-018703.txt
10-K	ALLERGAN	850693	2008-02-28	https://www.sec.gov/Archives/edgar/data/850693/0000892569-08-000184.txt
10-K	ALLETE	66756	2008-02-15	https://www.sec.gov/Archives/edgar/data/66756/0000066756-08-000017.txt
10-K	ALLIANCE BANCORP INC OF	1373079	2008-03-26	https://www.sec.gov/Archives/edgar/data/1373079/0001104659-08-019970.txt
10-K	ALLIANCE BANCSHARES	1140472	2008-03-31	https://www.sec.gov/Archives/edgar/data/1140472/0000950137-08-004847.txt
10-K	ALLIANCE BANKSHARES	1181001	2008-03-31	https://www.sec.gov/Archives/edgar/data/1181001/0000950133-08-001372.txt
10-K	ALLIANCE DATA SYSTEMS	1101215	2008-02-28	https://www.sec.gov/Archives/edgar/data/1101215/0001193125-08-041317.txt
10-K	ALLIANCE FIBER OPTIC PRODUCTS	1122342	2008-03-24	https://www.sec.gov/Archives/edgar/data/1122342/0001122342-08-000014.txt
10-K	ALLIANCE FINANCIAL CORP	796317	2008-03-17	https://www.sec.gov/Archives/edgar/data/796317/0001193125-08-058429.txt
10-K	ALLIANCE IMAGING INC	817135	2008-03-12	https://www.sec.gov/Archives/edgar/data/817135/0001047469-08-002574.txt
10-K	ALLIANCE LAUNDRY	1063697	2008-03-11	https://www.sec.gov/Archives/edgar/data/1063697/0001193125-08-053028.txt
10-K	ALLIANCE LAUNDRY HOLDINGS	1063698	2008-03-11	https://www.sec.gov/Archives/edgar/data/1063698/0001193125-08-053028.txt
10-K	ALLIANCE LAUNDRY SYSTEMS	1063699	2008-03-11	https://www.sec.gov/Archives/edgar/data/1063699/0001193125-08-053028.txt
10-K	ALLIANCE RESOURCE PARTNERS	1086600	2008-02-29	https://www.sec.gov/Archives/edgar/data/1086600/0001193125-08-043252.txt
10-K	ALLIANCEBERNSTEIN HOLDING	825313	2008-02-25	https://www.sec.gov/Archives/edgar/data/825313/0001140361-08-004917.txt
10-K	ALLIANCEBERNSTEIN	1109448	2008-02-25	https://www.sec.gov/Archives/edgar/data/1109448/0001140361-08-004915.txt
10-K	ALLIANT ENERGY	352541	2008-02-28	https://www.sec.gov/Archives/edgar/data/352541/0000107832-08-000019.txt
10-K	ALLIED CAPITAL	3906	2008-02-29	https://www.sec.gov/Archives/edgar/data/3906/0000950133-08-000898.txt
10-K	ALLIED DEFENSE GROUP	3952	2008-03-26	https://www.sec.gov/Archives/edgar/data/3952/0000950133-08-001215.txt
10-K	ALLIED MOTION TECHNOLOGIES	46129	2008-03-14	https://www.sec.gov/Archives/edgar/data/46129/0001047469-08-002805.txt
10-K	ALLIED WASTE INDUSTRIES	848865	2008-02-21	https://www.sec.gov/Archives/edgar/data/848865/0000950153-08-000350.txt
10-K	ALLIED WORLD ASSURANCE CO HOLDINGS	1163348	2008-02-29	https://www.sec.gov/Archives/edgar/data/1163348/0000950123-08-002347.txt
10-K	ALLIN	1020391	2008-03-31	https://www.sec.gov/Archives/edgar/data/1020391/0001193125-08-070634.txt
10-K	ALLION HEALTHCARE	847935	2008-03-17	https://www.sec.gov/Archives/edgar/data/847935/0000847935-08-000004.txt
10-K	ALLOS THERAPEUTICS	1097264	2008-02-27	https://www.sec.gov/Archives/edgar/data/1097264/0001047469-08-001837.txt
10-K	ALLSCRIPTS HEALTHCARE SOLUTIONS	1124804	2008-02-29	https://www.sec.gov/Archives/edgar/data/1124804/0001193125-08-043801.txt
10-K	ALLSTATE	899051	2008-02-27	https://www.sec.gov/Archives/edgar/data/899051/0001047469-08-001846.txt
10-K	ALLSTATE LIFE GLOBAL	1176267	2008-03-28	https://www.sec.gov/Archives/edgar/data/1176267/0000839759-08-000071.txt
10-K	ALLSTATE LIFE GLOBAL	1176267	2008-03-28	https://www.sec.gov/Archives/edgar/data/1176267/0000839759-08-000073.txt
10-K	ALLSTATE LIFE GLOBAL	1176267	2008-03-28	https://www.sec.gov/Archives/edgar/data/1176267/0000839759-08-000075.txt
10-K	ALLSTATE LIFE GLOBAL	1176267	2008-03-28	https://www.sec.gov/Archives/edgar/data/1176267/0000839759-08-000077.txt
10-K	ALLSTATE LIFE GLOBAL	1176267	2008-03-28	https://www.sec.gov/Archives/edgar/data/1176267/0000839759-08-000079.txt
10-K	ALLSTATE LIFE GLOBAL	1176267	2008-03-28	https://www.sec.gov/Archives/edgar/data/1176267/0000839759-08-000081.txt
10-K	ALLSTATE LIFE GLOBAL	1176267	2008-03-28	https://www.sec.gov/Archives/edgar/data/1176267/0000839759-08-000083.txt
10-K	ALLSTATE LIFE GLOBAL	1176267	2008-03-28	https://www.sec.gov/Archives/edgar/data/1176267/0000839759-08-000085.txt
10-K	ALLSTATE LIFE INSURANCE	352736	2008-03-17	https://www.sec.gov/Archives/edgar/data/352736/0001047469-08-002842.txt
10-K	ALLSTATE LIFE INSURANCE CO OF NEW	839759	2008-03-17	https://www.sec.gov/Archives/edgar/data/839759/0001047469-08-002844.txt
10-K	ALLTEL	65873	2008-03-20	https://www.sec.gov/Archives/edgar/data/65873/0000065873-08-000004.txt
10-K	ALMOST FAMILY	799231	2008-03-12	https://www.sec.gov/Archives/edgar/data/799231/0000799231-08-000005.txt
10-K	ALNYLAM PHARMACEUTICALS,	1178670	2008-03-10	https://www.sec.gov/Archives/edgar/data/1178670/0000950135-08-001658.txt
10-K	ALPHA PRO TECH	884269	2008-03-20	https://www.sec.gov/Archives/edgar/data/884269/0001104659-08-018897.txt
10-K	ALPHARMA	730469	2008-02-27	https://www.sec.gov/Archives/edgar/data/730469/0000730469-08-000102.txt
10-K	ALSERES PHARMACEUTICALS INC	94784	2008-03-31	https://www.sec.gov/Archives/edgar/data/94784/0000950135-08-002167.txt
10-K	ALTAIR NANOTECHNOLOGIES	1016546	2008-03-14	https://www.sec.gov/Archives/edgar/data/1016546/0001019687-08-001092.txt
10-K	ALTERA	768251	2008-02-25	https://www.sec.gov/Archives/edgar/data/768251/0001193125-08-037607.txt
10-K	ALTRIA GROUP,	764180	2008-02-28	https://www.sec.gov/Archives/edgar/data/764180/0001193125-08-041586.txt
10-K	AMAG PHARMACEUTICALS	792977	2008-02-27	https://www.sec.gov/Archives/edgar/data/792977/0001047469-08-001845.txt
10-K	AMAZON COM	1018724	2008-02-11	https://www.sec.gov/Archives/edgar/data/1018724/0001193125-08-024707.txt
10-K	AMB PROPERTY	1045609	2008-02-29	https://www.sec.gov/Archives/edgar/data/1045609/0000950134-08-003745.txt
10-K	AMB PROPERTY	1045610	2008-03-03	https://www.sec.gov/Archives/edgar/data/1045610/0000950134-08-003877.txt
10-K	AMBAC FINANCIAL GROUP	874501	2008-02-29	https://www.sec.gov/Archives/edgar/data/874501/0001193125-08-043920.txt
10-K	AMBASE	20639	2008-03-28	https://www.sec.gov/Archives/edgar/data/20639/0000020639-08-000005.txt
10-K	AMBASSADORS GROUP	1162315	2008-03-06	https://www.sec.gov/Archives/edgar/data/1162315/0001162315-08-000014.txt
10-K	AMBASSADORS INTERNATIONAL	946842	2008-03-14	https://www.sec.gov/Archives/edgar/data/946842/0000950137-08-003684.txt
10-K	AMBER RESOURCES CO OF	276750	2008-03-19	https://www.sec.gov/Archives/edgar/data/276750/0001263279-08-000063.txt
10-K	AMCOL INTERNATIONAL	813621	2008-03-17	https://www.sec.gov/Archives/edgar/data/813621/0001144204-08-015557.txt
10-K	AMCOMP INC	1009667	2008-03-06	https://www.sec.gov/Archives/edgar/data/1009667/0000921895-08-000726.txt
10-K	AMCORE FINANCIAL	714756	2008-03-17	https://www.sec.gov/Archives/edgar/data/714756/0001193125-08-058801.txt
10-K	AMDL	838879	2008-03-31	https://www.sec.gov/Archives/edgar/data/838879/0000892569-08-000490.txt
10-K	AMEDISYS	896262	2008-02-27	https://www.sec.gov/Archives/edgar/data/896262/0001193125-08-040101.txt
10-K	AMEREN	1002910	2008-02-29	https://www.sec.gov/Archives/edgar/data/1002910/0000950137-08-003079.txt
10-K	AMERENENERGY GENERATING	1135361	2008-02-29	https://www.sec.gov/Archives/edgar/data/1135361/0000950137-08-003079.txt
10-K	AMERIANA	855574	2008-03-31	https://www.sec.gov/Archives/edgar/data/855574/0001193125-08-071194.txt
10-K	AMERICA FIRST TAX EXEMPT INVESTORS	1059142	2008-03-13	https://www.sec.gov/Archives/edgar/data/1059142/0000950137-08-003596.txt
10-K	AMERICA SERVICE GROUP INC	877476	2008-03-10	https://www.sec.gov/Archives/edgar/data/877476/0000950144-08-001789.txt
10-K	AMERICAN AIRLINES	4515	2008-02-20	https://www.sec.gov/Archives/edgar/data/4515/0000004515-08-000016.txt
10-K	AMERICAN APPAREL,	1336545	2008-03-17	https://www.sec.gov/Archives/edgar/data/1336545/0001193125-08-059085.txt
10-K	AMERICAN AXLE & MANUFACTURING HOLDINGS	1062231	2008-02-21	https://www.sec.gov/Archives/edgar/data/1062231/0001062231-08-000012.txt
10-K	AMERICAN BAR ASSOCIATION MEMBERS STATE STREET COLLECTIVE	878375	2008-02-29	https://www.sec.gov/Archives/edgar/data/878375/0001193125-08-043815.txt
10-K	AMERICAN BILTRITE	4611	2008-03-31	https://www.sec.gov/Archives/edgar/data/4611/0001171520-08-000197.txt
10-K	AMERICAN CAMPUS COMMUNITIES	1283630	2008-03-17	https://www.sec.gov/Archives/edgar/data/1283630/0001188112-08-000869.txt
10-K	AMERICAN CAPITAL STRATEGIES	817473	2008-02-29	https://www.sec.gov/Archives/edgar/data/817473/0001193125-08-043109.txt
10-K	AMERICAN COMMERCIAL LINES	1324479	2008-02-27	https://www.sec.gov/Archives/edgar/data/1324479/0000950137-08-002838.txt
10-K	AMERICAN COMMUNITY BANCSHARES	1106980	2008-03-13	https://www.sec.gov/Archives/edgar/data/1106980/0001193125-08-055669.txt
